ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags,Product Price
3,9.76E+11,1.4,1,Beauty > Skin Care > Facial Cleansers > Aveeno Facial Cleansers,Aveeno,"Johnson & Johnson Aveeno Active Naturals Cream Cleanser, 5 oz",https://i5.walmartimages.com/asr/31052a14-7928-48ee-8ab9-40d1ac8b8309_1.67dc5a5151bca27db0686400594675be.jpeg | https://i5.walmartimages.com/asr/af70a5ff-6af6-48a9-8272-3350c0cd0517_1.35548d2f999b234cc1ec34c303d13e4e.jpeg | https://i5.walmartimages.com/asr/b4d2827e-aca4-478c-b866-df770a936d97_1.de12c7e9841dab7baa0f21b599eb3145.jpeg | https://i5.walmartimages.com/asr/90a74b56-cb51-43e7-a3d8-f60a2742c6ef_1.c0ccff34281acef1d7cf188059dd6077.jpeg | https://i5.walmartimages.com/asr/17c380cc-a666-41ff-94ab-671054a1a7ed_1.43e16b11b3a6602494d0a9a9566c1f2d.jpeg | https://i5.walmartimages.com/asr/9459ed0f-4b82-46c4-aaac-ee0a1767f27d_1.5a6d35ca2e5c285998c1b015c2ec3364.jpeg | https://i5.walmartimages.com/asr/264b331e-4ac1-4047-95ab-a47ef7cd3316_1.5c4686dd713aa7a56b5cea9c1b66ea44.jpeg | https://i5.walmartimages.com/asr/486a14ae-b087-4390-8b28-b4f52cc75614_1.49365d37c1c1644b7fa536672730789e.jpeg | https://i5.walmartimages.com/asr/b3b57c80-0af8-45c5-952f-dc4ccd0572ef_1.fef71085ba791d4b429fa5f995279d9e.jpeg,"Cream Cleanser, Moisturizing, Ultra-Calming 5 oz (141 g) Gently cleanses while moisturizing dry and sensitive skin. Fragrance-free. With naturally calming feverfew. Soap-free. Fragrance-free. Noncomedogenic. Hypoallergenic. This gentle, soap-free, creamy cleanser, enriched with skin moisturizers for dry and sensitive skin lifts away dirt, oil and make-up. With an extract of feverfew, a natural ingredient related to chamomile known for its soothing properties, your sensitive skin will look and feel its healthy best. Discover Aveeno Active Naturals. Simply put, Active Naturals are ingredients derived from nature and uniquely formulated to reveal skins natural health and beauty. Essential Active Naturals: Skin-calming feverfew. Dermatologist recommended for over 60 years. Made in Canada. Wet face and gently massage product all over face for 20-30 seconds, avoiding eye area. Rinse and pat dry. For best results, use in conjunction with a moisturizer. For external use only. 5 oz (141 g) Skillman, NJ 08558-9418 866-4AVEENO J&J CCI 2009Aveeno Ultra-Calming Moisturizing Cream Cleanser: Gentle, calming and moisturizing Aveeno cream cleanser Contains an extract of calming feverfew Fragrance-free Soap-free Suitable for use on sensitive skin","beauty, skin, care, facial, cleansers, aveeno, facial, cleansers, aveeno, cream, cleanser, moisturizing, ultra, calming, 5, oz, 141, g, gently, cleanses, moisturizing, dry, sensitive, skin, fragrance, free, naturally, calming, feverfew, soap, free, fragrance, free, noncomedogenic, hypoallergenic, gentle, soap, free, creamy, cleanser, enriched, skin, moisturizers, dry, sensitive, skin, lifts, away, dirt, oil, extract, feverfew, natural, ingredient, related, chamomile, known, soothing, properties, sensitive, skin, look, feel, healthy, best, discover, aveeno, active, naturals, simply, active, naturals, ingredients, derived, nature, uniquely, formulated, reveal, skins, natural, health, beauty, essential, active, naturals, skin, calming, feverfew, dermatologist, recommended, 60, years, canada, wet, face, gently, massage, product, face, 20, 30, seconds, avoiding, eye, area, rinse, pat, dry, best, results, use, conjunction, moisturizer, external, use, 5, oz, 141, g, skillman, nj, 08558, 9418, 866, 4aveeno, cci, 2009aveeno, ultra, calming, moisturizing, cream, cleanser, gentle, calming, moisturizing, aveeno, cream, cleanser, contains, extract, calming, feverfew, fragrance, free, soap, free, suitable, use, sensitive, skin",
43,4103,1.8,5,Premium Beauty > Premium Makeup > Premium Nail Polish & Care > Premium Nail Polish,OPI,"OPI Infinite Shine 2 Polish - ISL P33 - Alpaca My Bags Nail Polish, Women, 0.5oz",https://i5.walmartimages.com/asr/7426eb5c-1690-4b3c-82f5-9d69405412fc_1.7c1f1245dbaa7cb79eaf47bf8ff35b82.jpeg | https://i5.walmartimages.com/asr/d0015bbb-d1e4-464c-8d68-6799e9eef4a9_1.4a06bf66fcff5715d7294a2a4798876c.jpeg,,"premium, beauty, premium, makeup, premium, nail, polish, care, premium, nail, polish, opi, ",8.6
89,574,2.6,1,Household Essentials > Bathroom > Candles,Febreze,"Febreze Odor-Eliminating Wax Melt Air Freshener Refills, Wood, 8 ct",https://i5.walmartimages.com/asr/2bdfd2e2-c707-400f-be67-f8974d6ad3b8_1.044447a81d2b39669cf54a4afde44bbf.jpeg | https://i5.walmartimages.com/asr/9240ddd6-a021-4254-a076-4e12b81933d7_1.1272e14e87a603b4ecd1919d01baff38.jpeg | https://i5.walmartimages.com/asr/3fbf7230-e654-485b-b219-2c55e73b32d0_1.a9b1023b0591eef2453bf5aae5dd7879.jpeg | https://i5.walmartimages.com/asr/b2ac79c1-e061-44d9-a32d-ed0c28366f0b_1.64df38fdcdf530784af0ca28fb9dea9a.jpeg | https://i5.walmartimages.com/asr/97ab4b9d-2c21-4b75-90e8-967f364cb28a_1.336516a2a5c7a3f19a171be0592bd82b.jpeg | https://i5.walmartimages.com/asr/525be995-786e-4e22-83a7-0291fce7f1ec_1.979b3cc8dd280944fa715b7ddc7f1597.jpeg | https://i5.walmartimages.com/asr/ffa2ff34-c303-4e6c-bc33-1be57fd45b61_1.c3dc10ea9915ad1dcc1c084497dd6855.jpeg,"Upgrade your home with the edgy-fresh fragrance of these Febreze Wax Melts. Each cube melts away odors with a refined freshness youd never expect from an air freshener. Welcome warmth into your home as you enjoy the scent of Wood with oud, amber, and fine cedar. Perfect for any room... the living room, home office, heck, even the bedroom... these flameless odor eliminating cubes are compatible with any wax warmer. Simply break off one or two melts, drop them in, and turn on your warmer; just remember to turn it off when youre done! Want even more incredible scents? Try all three luxe Febreze scents in Wood, Ocean, and Forest. Distinctly warm, the scent of Wood combines notes of amber, cedar, and aromatic oud Smartly eliminate odors with this decadent scented wax melt air freshener  Treats your home to hours of flameless fragrance youd never expect from Febreze Break off a cube (or two) and place into your wax warmer Elevate the ambience in any room: bedrooms, living rooms, entryways, and more febreeze, fabreeze, wax melts warmer, home fragrance, odor remover, bathroom, family room, wax cubes, flameless candle, odor neutralizer, candle wax warmer, plug in wax warmer, frebreez wax melts, wax melts warmer, soy wax melts, game room, origins, wood s","household, essentials, bathroom, candles, febreze, upgrade, home, edgy, fresh, fragrance, febreze, wax, melts, cube, melts, away, odors, refined, freshness, d, expect, air, freshener, welcome, warmth, home, enjoy, scent, wood, oud, amber, fine, cedar, perfect, room, living, room, home, office, heck, bedroom, flameless, odor, eliminating, cubes, compatible, wax, warmer, simply, break, melts, drop, turn, warmer, remember, turn, want, incredible, scents, try, luxe, febreze, scents, wood, ocean, forest, distinctly, warm, scent, wood, combines, notes, amber, cedar, aromatic, oud, smartly, eliminate, odors, decadent, scented, wax, melt, air, freshener, treats, home, hours, flameless, fragrance, d, expect, febreze, break, cube, place, wax, warmer, elevate, ambience, room, bedrooms, living, rooms, entryways, febreeze, fabreeze, wax, melts, warmer, home, fragrance, odor, remover, bathroom, family, room, wax, cubes, flameless, candle, odor, neutralizer, candle, wax, warmer, plug, wax, warmer, frebreez, wax, melts, wax, melts, warmer, soy, wax, melts, game, room, origins, wood, s",3.97
4,45867,4.5,13,Auto & Tires > RV Parts & Accessories > RV Waste Water and Sanitation > RV Toilet Supplies,Camco,"Camco TST MAX Strength Orange Scent RV Toilet Treatment, Formaldehyde Free, Breaks Down Waste And Tissue, Septic Tank Safe, 8 Treatments - Each 4 oz Bottle Treats 40 Gallon Holding Tanks (41191)",https://i5.walmartimages.com/asr/f84bb581-d2b7-4444-92f3-65b3f12205c6_2.ea27763b8a086b65fcd516b054dd9126.jpeg | https://i5.walmartimages.com/asr/74bfab30-8a64-4a46-819b-d69288665284_2.4bd227f5dcaccd6c5a477b1683daa661.jpeg | https://i5.walmartimages.com/asr/45fb490a-8415-4068-ac7d-e3371908f5e7_2.73d81f758cbd72f6bdef27b6b95a601a.jpeg | https://i5.walmartimages.com/asr/59e9577f-4b8a-4db1-959c-2a0e1d0d6a78_2.4d311b5fe91f6094b4b3bcce741d746a.jpeg | https://i5.walmartimages.com/asr/8e76ff45-12f5-4f9e-b6a4-31450c3d12f5_2.ea27763b8a086b65fcd516b054dd9126.jpeg,"Keep your toilets neat and smelling fresh with the Camco 41191 TST Orange Singles. It is a completely biodegradable chemical substance that breaks down waste and deodorizes your water closet. Ideal for RV, marine and portable toilets, the orange singles prevent mal odors for up to seven days. The RV Toilet chemical features a concentrated formula with citrus scent to help keep your lavatory smelling fresh. Further, the pack comprises of 8 bottles, each of which can treat a 40-gallon tank thoroughly. Also, the individual bottles are convenient to use as each one measures exactly 4 ounce of the ultra concentrated chemical.TST ORANGE SINGLES, 8-4OZ BOTTLES","auto, tires, rv, parts, accessories, rv, waste, water, sanitation, rv, toilet, supplies, camco, toilets, neat, smelling, fresh, camco, 41191, tst, orange, singles, completely, biodegradable, chemical, substance, breaks, waste, deodorizes, water, closet, ideal, rv, marine, portable, toilets, orange, singles, prevent, mal, odors, seven, days, rv, toilet, chemical, features, concentrated, formula, citrus, scent, help, lavatory, smelling, fresh, pack, comprises, 8, bottles, treat, 40, gallon, tank, thoroughly, individual, bottles, convenient, use, measures, exactly, 4, ounce, ultra, concentrated, orange, singles, 8, 4, oz, bottles",10.62
672,1,2.2,1,Premium Beauty > Premium Bath & Body > Premium Essential Oils & Aromatherapy,CND,CND - Spapedicure Marine Hydrating Oil 8 oz,https://i5.walmartimages.com/asr/d93c6f0a-bd5d-4908-8f6a-96063107f6e8_1.bc01f1dda36ceeb230498d6febc19cde.jpeg,,"premium, beauty, premium, bath, body, premium, essential, oils, aromatherapy, cnd, ",20.99
582,12,1.2,1,Premium Beauty > Premium Bath & Body > Premium Hand Lotions & Foot Creams,Ahava,"Ahava Mens Mineral Hand Cream, 3.4 Oz",https://i5.walmartimages.com/asr/f74e4bb7-47d3-4fe0-bc48-646e62a1a867.179aa2a46a91446ceebfba1b16c121bb.jpeg | https://i5.walmartimages.com/asr/fdb95a74-c032-4367-813c-a095ca0a3f14_1.ee3310792699894b59e417580244d46d.jpeg | https://i5.walmartimages.com/asr/10a92d53-60c0-467e-b9fa-4dd6336c8a7e_1.e3778ef7f6712bb207897d5a34b77874.jpeg,,"premium, beauty, premium, bath, body, premium, hand, lotions, foot, creams, ahava, ",19.98
672994,7,3.5,1,Health > Aromatherapy > Essential Oils > Essential Oils,Healing Solutions,Organic Rosemary Essential Oil Roll On (2 PACK - USDA CERTIFIED ORGANIC) Pre-diluted with Glass Roller Ball - 10ml Bottle,https://i5.walmartimages.com/asr/1157c666-0b68-4490-84a7-22991dddc8fe_1.88e96534ececb45f4250aaa975bda784.jpeg,"Organic Rosemary Essential Oil Roll On (2 PACK - USDA CERTIFIED ORGANIC) Pre-diluted with Glass Roller Ball - 10ml Bottle CONTAINS 100% PURE ROSEMARY ESSENTIAL OIL - Our Rosemary Rollon uses 100% Pure Rosemary Oil Blended with Fractionated Coconut Oil for Pre-Diluted Formula Thats Safe & Ready for Use! BUY ONE GET ONE FREE - Get 2 of our Rollons for the Same Price as our Competitors Single Packs SMOOTH GLASS ROLLER BALL - All of Roll-On Products Use a Glass Roller For a Smooth & Easy Application. THE MOST UNIQUE & AMAZING SMELLING ROSEMARY OIL - If you are not ABSOLUTELY amazed, receive a full refund from the manufacturer, Healing Solutions, no questions asked","health, aromatherapy, essential, oils, essential, oils, healing, solutions, organic, rosemary, essential, oil, roll, 2, pack, usda, certified, organic, pre, diluted, glass, roller, ball, 10ml, bottle, contains, 100, pure, rosemary, essential, oil, rosemary, rollon, uses, 100, pure, rosemary, oil, blended, fractionated, coconut, oil, pre, diluted, formula, s, safe, ready, use, buy, free, 2, rollons, price, competitors, single, packs, smooth, glass, roller, ball, roll, products, use, glass, roller, smooth, easy, application, unique, amazing, smelling, rosemary, oil, absolutely, amazed, receive, refund, manufacturer, healing, solutions, questions, asked",7.99
2811949,6,1,67,Sports & Outdoors > Exercise & Fitness > Yoga > Yoga Towels,Canyon Creek,Authentic Mexican Falsa Yoga Blanket,https://i5.walmartimages.com/asr/0879ad9d-c623-41ea-97fb-23735e173524_1.eab9635ce1c10ce04e52c43fa8b838b3.jpeg | https://i5.walmartimages.com/asr/c0502486-88f9-474d-88f8-0fd1780dd096_1.a90be480102070e2eedcf34d4ec461be.jpeg | https://i5.walmartimages.com/asr/cee2bdf8-d2b5-497c-a960-a979587bd690_1.3d50b4882ab150bb5aeb134af186ec52.jpeg | https://i5.walmartimages.com/asr/e03dab76-8825-4bd0-b457-6e460c363e22_1.8452be44ad014431f24781dfe6c3958b.jpeg | https://i5.walmartimages.com/asr/838e9c34-2eb7-4a6e-bc2c-8e8c606cbf21_1.57d78e94952541a1161b9027e82e5d39.jpeg,"This high quality falsa blanket is perfect for yoga or just curling up on the sofa on a winter night. Made of soft woven acrylic treated cotton. It is machine washable and measures 76&quot x 53&quot. Makes a great gift! PLEASE NOTE THAT DUE TO DYE LOTS AND AVAILABLE THREAD, YOUR BLANKET MAY HAVE A COLOR VARIATION FROM THE BLANKET THAT IS PICTURED. WE MAKE EVERY EFFORT TO INSURE THAT THE COLOR IS CLOSE, BUT IT MAY VARY A LITTLE. EXAMPLE: YOUR BLANKET MIGHT BE A LIGHTER SHADE OF PINK OR A DARK SHADE OF BLUE. EITHER WAY, ALL OF OUR BLANKETS ARE HIGH QUALITY AND A GREAT PRICE AND WE HOPE YOU ENJOY THEM! Blanket size approximately 76&quot L x 53&quot W inches Authentic Mexican Blanket Made in Mexico Thick blanket weighs 3.5 pounds Great for yoga mats or yoga blankets Since these blankets are all handmade and the shades might vary slightly.","sports, outdoors, exercise, fitness, yoga, yoga, towels, canyon, creek, high, quality, falsa, blanket, perfect, yoga, curling, sofa, winter, night, soft, woven, acrylic, treated, cotton, machine, washable, measures, x, makes, great, gift, note, dye, lots, available, thread, blanket, color, variation, blanket, pictured, effort, insure, color, close, vary, little, example, blanket, lighter, shade, pink, dark, shade, blue, way, blankets, high, quality, great, price, hope, enjoy, blanket, size, approximately, l, x, w, inches, authentic, mexican, blanket, mexico, thick, blanket, weighs, pounds, great, yoga, mats, yoga, blankets, blankets, handmade, shades, vary, slightly",13.99
5,885,5,4,Beauty > Skin Care > Moisturizers > Anti Aging Cream,Emerson Healthcare,Cicatricure Crema Anti-Wrinkle Face Cream 2.10 oz,https://i5.walmartimages.com/asr/d005cb77-02b1-406f-98b9-01677533bddc_1.234cc0ef0bac2677923321ad67eabc9e.jpeg | https://i5.walmartimages.com/asr/4c3dfcb6-4517-4392-b226-058dfd07376b_1.fb5e76c7b618dafde29c5b23c982009d.jpeg,Please visit manufacturer website for the most up to date information. Product of Cicatricure,"beauty, skin, care, moisturizers, anti, aging, cream, emerson, healthcare, visit, manufacturer, website, date, information, product, cicatricure",20.4
6016937,9,1.3,1,Premium Beauty > Premium Hair Care & Hair Tools > Premium Styling Products > Premium Hair Spray,Scruples,"Scruples High Definition Shape Hairspray, 10.6 Ounce, Pack Of 3",https://i5.walmartimages.com/asr/6b14e694-a504-469e-a6cd-f82811caa906_1.a03eb2461d132b72cfd0a803f000d305.jpeg,,"premium, beauty, premium, hair, care, hair, tools, premium, styling, products, premium, hair, spray, scruples, ",40
5868162,84,3.6,194,Personal Care > Shaving > Electric Shavers,Glee,"Glee Body Hair Removal Cream Kit for Women, Depilatory",https://i5.walmartimages.com/asr/da8d2ce1-930e-4234-94dc-9b314985fc13.6cdf065c0c234f8d086d1dc7c9dcd983.jpeg | https://i5.walmartimages.com/asr/6b067e2f-36e2-4866-9e33-0f832350d3e4.28a378fae948f3eca2dbb0e2cd84b3ff.jpeg | https://i5.walmartimages.com/asr/58f7b2ca-0cd6-4443-a916-961c51435388.c911b23cb657cd41d5bd3bdba7fa8c26.jpeg | https://i5.walmartimages.com/asr/4f1f38ae-8d56-49ce-9d40-41d29e0ac320.9a5e9a6d2bb3625d9733abe881ad1fde.jpeg | https://i5.walmartimages.com/asr/9df4f802-7a94-4a07-8565-bed1971913d6.07f4f05b73866acd7e04df0c049bbadc.jpeg | https://i5.walmartimages.com/asr/1817d654-3fe7-4d36-bff6-d6ec6b7ccece.bb3d61b6e7f33b952e310323aff447eb.jpeg,"we take care of your body hair situation…because your hair is more attached to you than you are to it. glee body hair removal depilatory cream is a honeydew melon scented cream that gets rid of your body hair in 3-5 minutes, thats 180-300 seconds, if youre more of a seconds kind of person. if only you could get rid of other things that fast, like student debt or jeans that dont fit anymore...lets just focus on hair removal for now, though because when its over, its glee. this hair removal cream also provides long-lasting results; honestly, they might last too long. glee leaves skin feeling smooth - like a skating rink, or pebbles that have been in the ocean for a long time. dermatologist tested (and dermatologists are great at tests). smells like honeydew melon, which we can all agree is the perfect melon smell for a hair removal cream. comes with a body hair removal depilatory cream (200 ml) and one spatula. we got you covered…just not in hair. Glee Body Hair Removal Cream Kit for Women, Depilatory: Comes with a body hair removal cream (200 ml), and one spatula Results in 3-5 minutes. thats 180-300 seconds, if youre more of a seconds kind of person Long-lasting results; honestly, they might last too long Smells like honeydew melon, which we can all agree is the perfect melon smell for a hair removal cream Leaves skin feeling smooth, like a skating rink, or pebbles that have been in the ocean for a long time Dermatologist tested - and dermatologists are great at tests","personal, care, shaving, electric, shavers, glee, care, body, hair, situation, hair, attached, glee, body, hair, removal, depilatory, cream, honeydew, melon, scented, cream, gets, rid, body, hair, 3, 5, minutes, s, 180, 300, seconds, seconds, kind, person, rid, things, fast, like, student, debt, jeans, nt, fit, anymore, lets, focus, hair, removal, glee, hair, removal, cream, provides, long, lasting, results, honestly, long, glee, leaves, skin, feeling, smooth, like, skating, rink, pebbles, ocean, long, time, dermatologist, tested, dermatologists, great, tests, smells, like, honeydew, melon, agree, perfect, melon, smell, hair, removal, cream, comes, body, hair, removal, depilatory, cream, 200, ml, spatula, got, covered, hair, glee, body, hair, removal, cream, kit, women, depilatory, comes, body, hair, removal, cream, 200, ml, spatula, results, 3, 5, minutes, s, 180, 300, seconds, seconds, kind, person, long, lasting, results, honestly, long, smells, like, honeydew, melon, agree, perfect, melon, smell, hair, removal, cream, leaves, skin, feeling, smooth, like, skating, rink, pebbles, ocean, long, time, dermatologist, tested, dermatologists, great, tests",8.97
9,98,1,1,Premium Beauty > Premium Hair Care & Hair Tools > Premium Styling Products > Premium Hair Spray,Joico,Joico 4048340 By Joico Joifix Firm Finishing Spray 10.1 Oz,https://i5.walmartimages.com/asr/7142f118-815b-4c26-978d-8f34fa245e74_1.23054a5de60c83dc0000b5cc40bf60e6.jpeg | https://i5.walmartimages.com/asr/c013f417-f758-44f5-aafe-e620b5065c4d_1.7795a07d3affeef436a91be3dc67bd02.jpeg,,"premium, beauty, premium, hair, care, hair, tools, premium, styling, products, premium, hair, spray, joico, ",19.6
30,3,5,1,Health > Sleep Better > Calm Your Mind,P&J,"Floral Set of 6 Fragrance Oils - Premium Grade Scented Oil - Violet, Jasmine, Rose, Lilac, Freesia, Gardenia - 10ml…",https://i5.walmartimages.com/asr/812fb19d-3eee-496e-b365-ccc06eedae2e.2980070880c86e393048642b97e04be1.jpeg,"Our Floral Set of Premium Fragrance Oils include 1 - 10ml bottle each of: Violet, Jasmine, Rose, Lilac, Freesia, and Gardenia aromas. These Fragrance Oils are recommended for use in home and car diffusion, or diluted in your candle, soap, bath, body or hair care formulations. This product is intended for cosmetic and home fragrance use only. DO NOT ingest. DO NOT use in lip balm/care formulations. Discontinue use if irritation occurs. Keep away from children and pets.Floral Set of 6 Premium Grade Fragrance Oils - Violet, Jasmine, Rose, Lilac, Freesia, Gardenia - 10ml","health, sleep, better, calm, mind, , floral, set, premium, fragrance, oils, include, 1, 10ml, bottle, violet, jasmine, rose, lilac, freesia, gardenia, aromas, fragrance, oils, recommended, use, home, car, diffusion, diluted, candle, soap, bath, body, hair, care, formulations, product, intended, cosmetic, home, fragrance, use, ingest, use, lip, balm, care, formulations, discontinue, use, irritation, occurs, away, children, set, 6, premium, grade, fragrance, oils, violet, jasmine, rose, lilac, freesia, gardenia, 10ml",16.95
46,1930,3.2,1,Premium Beauty > Premium Makeup > Premium Eyes > Premium Eyeshadow,BareMinerals,Gen Nude Eyeshadow Palette - Copper by bareMinerals for Women - 0.18 oz Eye Shadow,https://i5.walmartimages.com/asr/6b86b5fc-566c-49c0-b711-5ff489f7e8a9.9026d206c762af0349558abfb540806a.jpeg | https://i5.walmartimages.com/asr/cb7d1684-0d84-4bd6-abcb-909fbf950591_2.4fe2509ce53b8dcfc29bfb49a2b1bd40.jpeg,,"premium, beauty, premium, makeup, premium, eyes, premium, eyeshadow, bareminerals, ",23.32
8,97,3.7,1,Health > Superfoods & Cleanses > Body Cleanse > All Body Cleanse,Fully Flora,Fully Flora Apple Cider Vinegar Cleanse Natural Detox and Weight Loss (30 Capsules),https://i5.walmartimages.com/asr/bfc04c70-c4c9-4a91-b513-9f1141f55020_1.a89002419afad354a6c7082ec7996406.jpeg | https://i5.walmartimages.com/asr/12e03d7c-a69c-4b66-92d4-16de38da7298_2.deec9815e6860f9fb4fc88f8a03748fb.jpeg | https://i5.walmartimages.com/asr/4442ae1e-3cec-4ba7-b1ac-a0ad86297b67_1.e2eb8e2d4d4c3ca357d48b0e6a0ddc88.jpeg,"The Apple Cider Vinegar 15-day power cleanse formula provides quick results to get rid of excess waste, reduce bloating, increase energy and may even help you lose pounds in a matter of days! Cascara Sagrada and Senna Leaf support healthy digestion and promote cleansing of the digestive tract so youll feel lighter, more energized and healthier. Even helps you lose excess water to flatten your abdomen. 30 capsules (15-day supply).Due to the overwhelming feedback on the popularity of our 15 Day Detox, we have formulated an even more powerful version and have added an Apple Cider Cleanse powder formula which has been added to help provide results within 12 to 24 hours in terms of helping rid the intestinal tract of excess waste, reduce bloating, help increase energy and may provide several pounds of weight loss within a few days. Included in the formula are effective natural laxatives, fiber, herbs which help soothe the intestinal lining and Acidophilus to help promote healthy bacteria levels in the intestinal tract. While this product may not be used on a daily basis beyond the 15-day cleanse period, it may be used occasionally for intestinal cleaning with the 15-day cleanse repeated several weeks following the initial cleanse.Our Apple Cider Vinegar 15 Day Cleanse Detox product is tailor-made for individuals that are overweight, constipated, have a low energy-level. Transforming a dirty colon to a clean one is only possible for responsible individuals with daily consumption of our Apple Cider Cleanse Formula.DID YOU KNOW?• The advanced formula of the product provides the best available fibers, herbs and probiotics for proper cleansing• This amazing 15-days formulation has been created to deliver optimum results within its short span• This efficient cleansing formulation can help you change your diet, get rid of unhealthy habits, and gain complete control over the entire systemOur formulation helps users recover their digestive health by:- Keeping the intestinal track free from, toxins and wastes- Ensuring healthy bowel movement on a regular basis- Ensuring better nutrient absorption by keeping the colon clean.- Promoting a high energy level.- Elimination of bloating.- Losing extra weight.Fully Flora Apple Cider Vinegar Cleanse Natural Detox and Weight Loss (30 Capsules)","health, superfoods, cleanses, body, cleanse, body, cleanse, fully, flora, apple, cider, vinegar, 15, day, power, cleanse, formula, provides, quick, results, rid, excess, waste, reduce, bloating, increase, energy, help, lose, pounds, matter, days, cascara, sagrada, senna, leaf, support, healthy, digestion, promote, cleansing, digestive, tract, ll, feel, lighter, energized, healthier, helps, lose, excess, water, flatten, abdomen, 30, capsules, 15, day, overwhelming, feedback, popularity, 15, day, detox, formulated, powerful, version, added, apple, cider, cleanse, powder, formula, added, help, provide, results, 12, 24, hours, terms, helping, rid, intestinal, tract, excess, waste, reduce, bloating, help, increase, energy, provide, pounds, weight, loss, days, included, formula, effective, natural, laxatives, fiber, herbs, help, soothe, intestinal, lining, acidophilus, help, promote, healthy, bacteria, levels, intestinal, tract, product, daily, basis, 15, day, cleanse, period, occasionally, intestinal, cleaning, 15, day, cleanse, repeated, weeks, following, initial, apple, cider, vinegar, 15, day, cleanse, detox, product, tailor, individuals, overweight, constipated, low, energy, level, transforming, dirty, colon, clean, possible, responsible, individuals, daily, consumption, apple, cider, cleanse, advanced, formula, product, provides, best, available, fibers, herbs, probiotics, proper, amazing, 15, days, formulation, created, deliver, optimum, results, short, efficient, cleansing, formulation, help, change, diet, rid, unhealthy, habits, gain, complete, control, entire, systemour, formulation, helps, users, recover, digestive, health, keeping, intestinal, track, free, toxins, ensuring, healthy, bowel, movement, regular, ensuring, better, nutrient, absorption, keeping, colon, promoting, high, energy, elimination, losing, extra, flora, apple, cider, vinegar, cleanse, natural, detox, weight, loss, 30, capsules",11.29
22,6,1,1,Health > Aromatherapy > Aromatherapy,Barnhouse Blue,Barnhouse - 30ml - Pine Needle - Premium Grade Fragrance Oil,https://i5.walmartimages.com/asr/8a062a2e-8616-4886-859c-50f142bd55d0_1.eff0db302f1b14f0e07b1cc6e2c62a9e.jpeg,Great for Christmas. Elevating and refreshing.Barnhouse - 30ml - Pine Needle - Premium Grade Fragrance Oil,"health, aromatherapy, aromatherapy, barnhouse, blue, great, christmas, elevating, 30ml, pine, needle, premium, grade, fragrance, oil",14.99
43,801,3.5,1,Premium Beauty > Premium Bath & Body > Premium Body Lotions,Epicuren,Epicuren After Bath Body Moisturizer Fresh Unscented 8oz,https://i5.walmartimages.com/asr/dbcaeeed-456b-4a59-aded-f64602fc4d9f_1.8417064f24653f4d3741fa963de3c5b9.jpeg,,"premium, beauty, premium, bath, body, premium, body, lotions, epicuren, ",32
56,16,3.2,7,Health > Superfoods & Cleanses > Superfood Caps,Amazing Shine,royal jelly skin oil capsules by easycomforts 90 capsules,https://i5.walmartimages.com/asr/4d5fa59a-ff41-4458-abcd-2c96a8aa724e_1.6f55c6ea67e4e7f766b6854eb5247405.jpeg,royal jelly skin oil capsules by easycomforts 90 capsules,"health, superfoods, cleanses, superfood, caps, amazing, shine, royal, jelly, skin, oil, capsules, easycomforts, 90, capsules",10.25
